question,answer,len_q1,len_q2,diff_len,len_char_q1,len_char_q2,len_word_q1,len_word_q2,common_words,fuzz_qratio,fuzz_WRatio,fuzz_partial_ratio,fuzz_partial_token_set_ratio,fuzz_partial_token_sort_ratio,fuzz_token_set_ratio,fuzz_token_sort_ratio,wmd,norm_wmd,cosine_distance,cityblock_distance,jaccard_distance,canberra_distance,euclidean_distance,minkowski_distance,braycurtis_distance,skew_q1vec,skew_q2vec,kur_q1vec,kur_q2vec
nobody is on a motorcycle and is standing on the seat,someone is on a black and white motorcycle and is standing on the seat,53,70,-17,16,18,11,14,8,80,87,81,100,79,92,75,1.5010517724188412,0.5896834510827457,0.192565516753471,8.442731483679381,1.0,127.21087076672802,0.620589270995314,0.2826077067424828,0.3150744464441416,-0.05364418292057964,0.009159939058818749,-0.28150740725920453,-0.43003545503025986
a motorcyclist is riding a motorbike dangerously along a roadway,a motorcyclist is riding a motorbike along a roadway,64,52,12,18,17,10,9,7,90,95,83,100,85,100,90,0.6397654314792106,0.21780118928147632,0.03136807973000011,3.403238477243576,1.0,71.06660165786391,0.2504718786009147,0.11438709707804795,0.12212658674205469,0.22680831746972896,0.18707072947609668,-0.21003124762256187,-0.2637188126586749
there is no motorcyclist riding a motorbike along a roadway,a motorcyclist is riding a motorbike along a roadway,59,52,7,18,17,10,9,7,86,95,95,100,94,100,90,0.0,0.0,2.220446049250313e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.18707072947609668,0.18707072947609668,-0.2637188126586749,-0.2637188126586749
a man with a helmet painted red is riding a blue motorcycle down the road,a motorcyclist with a red helmet is riding a blue motorcycle down the road,73,74,-1,19,18,15,14,11,80,86,81,100,86,90,87,0.8766135397842377,0.27829777610478185,0.05582491354094421,4.539979437715374,1.0,83.37949140229688,0.33414042052314,0.15128833118599933,0.16359511704558377,0.33339179323921314,0.2503253850077632,-0.030516548155730128,0.02570791828728103
a motorcyclist without a helmet is waiting on a blue motorcycle near the road,a motorcyclist is riding a motorbike along a roadway,77,52,25,18,17,14,9,3,60,60,56,100,65,60,62,2.7178294236947416,0.9718205896426677,0.19995217991167835,8.723668287766486,1.0,124.51625738379597,0.6323799360119152,0.2883749526638403,0.32560155953493736,0.04986351717827927,0.18707072947609668,0.025048874348910566,-0.2637188126586749
two dogs are playing by a tree,a dog is catching a stick in the air and another is watching,30,60,-30,15,14,7,13,1,38,86,47,100,43,42,40,2.871309545823057,1.1197125217772925,0.43381767647396874,13.002173548848077,1.0,166.07668415859908,0.9314694512891751,0.417812137170361,0.5251020484826099,0.004780861682725393,-0.17212449181747014,-0.2559969976573573,-0.15682784062440636
two dogs are playing by a tree,there is no dog leaping in the air,30,34,-4,15,13,7,8,0,50,53,53,60,60,56,56,3.0450744958637004,1.1177898398336474,0.49940008682776404,14.048521098906349,1.0,168.7622270743122,0.9993998951560493,0.45008617495603315,0.5725892297130655,0.004780861682725393,-0.19106375958810207,-0.2559969976573573,-0.14508965015382325
two dogs are playing by a tree,a dog is leaping high in the air and another is watching,30,56,-26,15,15,7,12,1,40,86,53,100,50,51,49,2.9516775605423593,1.150029435584769,0.48991958709810235,13.7204549207745,1.0,170.33573409242175,0.9898682695451235,0.44511784126325854,0.5665994315673752,0.004780861682725393,-0.1358915118940835,-0.2559969976573573,0.13515300233326988
a girl in white is dancing,the dancer is dancing in front of the sound equipment,26,53,-27,13,17,6,10,3,38,86,54,100,50,67,56,2.671570348995601,0.998026876522803,0.36619618974584234,11.737593045283575,1.0,155.29107134770823,0.8557992206759916,0.3880473915484413,0.4630752352472784,0.23169815733545826,-0.23069855939561285,-0.0832392918144409,-0.06485449056987358
a girl in white is dancing,the blond girl is dancing behind the sound equipment,26,52,-26,13,18,6,9,3,46,86,62,100,58,73,54,2.2775075433768337,0.8536716590646586,0.23353057231542074,9.555449065155699,1.0,138.1329820225269,0.6834187223829041,0.30531111000874983,0.36820147495611805,0.23169815733545826,0.01781936541211116,-0.0832392918144409,-0.27710595556299333
a girl is wearing white clothes and is dancing,the blond girl is dancing in front of the sound equipment,46,57,-11,14,19,9,11,3,52,53,57,100,48,56,50,2.2331526296869786,0.8215967530075496,0.26969331292646215,10.177414089106605,1.0,145.70355737248545,0.7344294925155749,0.33189294588805335,0.39248619156188846,0.19327643042070308,-0.017610926003527032,-0.1266187066953388,-0.08889868423308966
the blond girl is dancing in front of the sound equipment,there is no girl in white dancing,57,33,24,19,14,11,7,4,47,86,61,100,64,71,60,2.241741007220414,0.8481624451005435,0.22388794153276603,9.180420492062694,1.0,136.18822478644222,0.6691605662344154,0.3013211116967749,0.3505432375824514,-0.017610926003527032,0.23169815733545826,-0.08889868423308966,-0.0832392918144409
three asian kids are dancing and a man is looking,three asian kids are dancing and there is no man looking,49,56,-7,15,15,10,11,9,86,93,80,100,92,98,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15026969869646536,0.15026969869646536,-0.27378180275819686,-0.27378180275819686
three asian kids are dancing and a man is looking,an asian man is dancing and three kids are looking,49,50,-1,15,15,10,10,9,67,94,67,100,98,99,99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15026969869646536,0.15026969869646536,-0.27378180275819686,-0.27378180275819686
the children of a family are playing and waiting,three asian kids are dancing and a serious man is looking,48,57,-9,17,16,9,11,3,51,51,52,100,50,48,48,3.012869087610349,1.1825250812025574,0.46924916044631615,13.718946448119823,1.0,173.38522140285767,0.9687612407686116,0.43195714050643313,0.5562686662214715,0.06257590440424247,0.13257930573061272,-0.28279955422192105,-0.3069657963274426
the children of a family are patiently playing and waiting,three asian kids are dancing and a man is looking,58,49,9,17,15,10,10,3,52,52,53,100,53,50,50,3.0311864317969066,1.1570161743132632,0.5009576650480199,13.985444624263891,1.0,171.6045100172935,1.0009572281977193,0.44933515742921254,0.5729627405777735,0.002990398694485681,0.15026969869646536,-0.2441301042015196,-0.27378180275819686
there are no children playing and waiting,three asian kids are dancing and a man is looking,41,49,-8,15,15,7,10,2,60,60,59,100,51,49,49,3.0277971197803355,1.1576963671212321,0.45338899262726085,13.338634441626255,1.0,167.22984582249572,0.9522489435914112,0.4249083930637762,0.5340734191928933,0.045660897357346936,0.15026969869646536,-0.36776644854569485,-0.27378180275819686
a woman is wearing an egyptian hat on her head,a woman is wearing an egyptian headdress,46,40,6,15,15,10,7,6,81,82,85,100,75,86,84,1.4883370362045527,0.48527789267385,0.17446521479448263,8.116049901058432,1.0,125.20270969485954,0.590703348190858,0.26690979656106845,0.3024500021548459,0.06489663330067992,0.3191871818254227,-0.4622807639974922,-0.261090053369323
a woman is wearing an egyptian headdress,a woman is wearing an indian headdress,40,38,2,15,12,7,7,6,90,90,87,100,82,90,79,0.7724203476905822,0.2575994701579213,0.07256871731707293,5.298170092279179,1.0,98.38046407737596,0.3809690857655927,0.17056121888292516,0.19230274265560948,0.3191871818254227,0.2439057733632636,-0.261090053369323,-0.13869660524127836
the black woman is wearing glasses over the headdress,a woman is wearing an egyptian headdress,53,40,13,18,15,9,7,4,71,75,70,100,68,79,67,1.4054509359189034,0.4963263576969982,0.11130322976150275,6.592396124062361,1.0,108.28343988570506,0.4718118955609701,0.21221808261788502,0.24241065088404695,0.15514626201028928,0.3191871818254227,0.007943483327680578,-0.261090053369323
a woman is wearing an egyptian hat on her head,the woman is wearing glasses and a black headdress,46,50,-4,15,17,10,9,4,62,66,65,100,63,69,67,2.1631747403965,0.7250935115833999,0.21815033777088721,9.172844441782217,1.0,135.45779749820747,0.6605306076530861,0.2968658064076778,0.34901798268504647,0.06489663330067992,0.15514626201028928,-0.4622807639974922,0.007943483327680578
a hiker is on top of the mountain and is dancing,there is no hiker dancing on top of the mountain,48,48,0,17,17,11,10,8,65,88,72,100,81,93,81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022238443869499237,0.022238443869499237,-0.15502340139689696,-0.15502340139689696
there is no man on a rock high above some trees standing in a strange position,a man is on a rock high above some trees and is standing in a strange position,78,78,0,17,17,16,17,13,86,92,86,100,90,97,88,0.0,0.0,2.220446049250313e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.08866395906789272,0.08866395906789272,0.11180090547357935,0.11180090547357935
a hiker is on top of the mountain and is dancing,a man is on a rock high above some trees and is standing in an uncomfortable position,48,85,-37,17,20,11,17,4,47,86,52,100,60,50,51,3.5313775943124024,1.2137009861030919,0.5456418298788812,14.086961400202199,1.0,176.58946314598518,1.0446452442798995,0.4773341407023511,0.6034934388142443,0.022238443869499237,8.583885449315366e-05,-0.15502340139689696,0.2593408069630976
a hiker is on top of the mountain and is dancing,there is no man on a rock high above some trees standing in a strange position,48,78,-30,17,17,11,16,3,48,86,48,100,54,50,49,3.50674363271651,1.2108775713457953,0.5203040262717097,13.77848892431939,1.0,170.99471150578125,1.0201019880302575,0.4636964739711466,0.5819980478074228,0.022238443869499237,0.08866395906789272,-0.15502340139689696,0.11180090547357935
a man is on a rock high above some trees and is standing in a strange position,a hiker is on top of the mountain and is doing a joyful dance,78,61,17,17,20,17,14,4,50,50,52,100,56,50,53,3.4416362205471844,1.2128321239772188,0.5122294946384893,13.836515962932026,1.0,175.05409583102733,1.0121556347761458,0.45721831134560537,0.5853985832370532,0.08866395906789272,0.0033248175761738013,0.11180090547357935,-0.2758159324514926
there is no hiker dancing on top of the mountain,a man is on a rock high above some trees and is standing in a strange position,48,78,-30,17,17,10,17,2,46,86,53,100,48,50,46,3.50674363271651,1.2108775713457953,0.5203040262717097,13.77848892431939,1.0,170.99471150578125,1.0201019880302575,0.4636964739711466,0.5819980478074228,0.022238443869499237,0.08866395906789272,-0.15502340139689696,0.11180090547357935
the brown horse is very near a red barrel at the rodeo,the brown horse is near a red barrel at the rodeo,54,49,5,15,13,12,11,10,95,95,90,100,100,100,95,0.0,0.0,1.1102230246251565e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.13752373590660008,0.13752373590660008,0.2102407770723591,0.2102407770723591
the brown horse is near a red barrel at the rodeo,the brown horse is far from a red barrel at the rodeo,49,53,-4,13,15,11,12,9,92,92,88,100,82,94,86,0.4854470125054236,0.21766133464162618,0.04380722207885879,4.140478354478546,1.0,91.98757622206205,0.29599737831145717,0.13312735417971153,0.1547107707831116,0.13752373590660008,0.08067832243855402,0.2102407770723591,0.17987461879648015
a cowgirl is riding a brown horse and is cornering a barrel,the brown horse is near a red barrel at the rodeo,59,49,10,14,13,12,11,5,52,66,57,100,57,70,54,1.7765873098985467,0.5943414601590368,0.17333762778080963,8.04743087409588,1.0,135.77380652470674,0.5887913589940983,0.26689820671910075,0.3133340183762174,0.20596927250874933,0.13752373590660008,0.1977423641637257,0.2102407770723591
a cowgirl is riding a horse and corners a barrel,the brown horse is near a red barrel at the rodeo,48,49,-1,14,13,10,11,4,49,62,51,100,54,65,54,2.302905666904922,0.801078848116663,0.20634129027798842,8.963006286190648,1.0,144.35353647892202,0.642403761681341,0.28860889004492457,0.3513752407492603,0.1907993183202762,0.13752373590660008,-0.05485200470572593,0.2102407770723591
a boy is standing in the cold water,a boy is standing in the water,35,30,5,16,14,8,7,7,92,95,83,100,90,100,92,0.8340664347854357,0.3163554472546613,0.08998349511957338,5.824117198440945,1.0,104.66704767018486,0.4242251710573108,0.19084628641247936,0.21728891403097308,0.10669608960309165,0.2728155154680999,-0.1769349421821964,0.08379979135955073
the boy is sitting near the blue ocean,the boy is wading through the blue ocean,38,40,-2,15,17,8,8,5,79,79,76,100,68,77,67,1.3799549537618636,0.5014258418843627,0.17416565297610498,8.152700605452992,1.0,130.76573211781653,0.5901959885073714,0.2679541416471794,0.3062923927229062,0.19598978644208956,0.1487626241351154,-0.2342866842728304,-0.36707295004011664
a boy is standing in the water,the kid is swimming through the blue ocean,30,42,-12,14,18,7,8,2,44,53,50,100,53,56,53,2.9791629975890497,1.0943952452646435,0.44776722150522497,12.732919707588735,1.0,169.59050766190143,0.9463268395534867,0.4352623808990942,0.5333150213340233,0.2728155154680999,0.19495660096938486,0.08379979135955073,-0.11193150795716278
the boy is wading through the blue ocean,a boy is standing in the cold water,40,35,5,17,16,8,8,3,59,59,60,100,51,59,48,2.4200341058421135,0.8778298207342624,0.3570644709294999,11.720038031533477,1.0,159.41206377037062,0.8450615230859616,0.3779521527906622,0.46575851478182106,0.1487626241351154,0.10669608960309165,-0.36707295004011664,-0.1769349421821964
a man is playing a guitar on stage,there is no man playing a guitar on stage,34,41,-7,14,15,8,9,7,80,95,88,100,91,100,85,0.0,0.0,4.440892098500626e-16,0.0,0.0,0.0,0.0,0.0,0.0,-0.0197168941301448,-0.0197168941301448,-0.1188159295942186,-0.1188159295942186
a man is playing a guitar on stage,a guitarist has blonde and flyaway hair,34,39,-5,14,17,8,7,1,38,45,39,100,47,42,47,3.374464009460449,1.1364994199762344,0.49327923559288744,13.74199898410734,1.0,186.69506772679551,0.9932565342805776,0.4523558781167577,0.5969705472104397,-0.0197168941301448,-0.049377914717050955,-0.1188159295942186,0.38503212087826544
a man is playing a guitar on stage,a bald person is playing a guitar,34,33,1,14,15,8,7,4,72,72,73,100,73,76,72,1.4965309008208514,0.5748834016963542,0.196486351811473,8.57179773243115,1.0,134.1996097708602,0.6268753635105626,0.28838967184104536,0.3272552097006317,-0.0197168941301448,0.09964184603620428,-0.1188159295942186,-0.21826847675546768
there is no man playing a guitar on stage,a person has blonde and flyaway hair and is playing a guitar,41,60,-19,15,18,9,12,4,51,62,54,100,59,65,48,2.2599859063850998,0.8038103251627546,0.30821251065070376,10.608167160920857,1.0,151.7466617164224,0.7851274128622091,0.35945241389643295,0.42939702597857926,-0.0197168941301448,0.07671000963774786,-0.1188159295942186,0.2810406983120215
several children are sitting down and have their knees raised,several children are lying down and are raising their knees,61,59,2,16,17,10,10,7,80,82,81,100,75,86,77,0.9260837572309494,0.3369372721141339,0.11464176383659674,6.393534526334406,1.0,115.80961779006519,0.4788355939411932,0.21968078551365655,0.24016621162005228,-0.05868351121196707,-0.22720262728114538,-0.22062381884041882,-0.19932495568298858
two young girls are sitting on the ground,two girls are sitting on the ground,41,35,6,15,14,8,7,7,92,95,91,100,100,100,92,0.5758212642297745,0.25443437030682564,0.05009080705890334,4.328667835041415,1.0,85.44287193923076,0.3165147953523351,0.14420058668323785,0.15720396598693284,-0.14916100629007173,-0.08512111196763693,-0.3254280121191746,-0.12806652071024738
two girls are lying on the ground,several children are sitting down and have their knees raised,33,61,-28,15,16,7,10,1,45,86,52,100,45,40,40,2.7268390824633837,1.045328623251319,0.45267502889068423,13.231761772080063,1.0,176.35110734999225,0.951498862018428,0.42546786218222005,0.5468857948123388,0.06183014081853923,-0.05868351121196707,-0.24160983946156334,-0.22062381884041882
